Device Identifier;Device Name;Device Manufacturer;Bluetooth Version
Lenovo TB3-730M;Lenovo TAB3 7;Lenovo;N/A
Lenovo TB3-730X;Lenovo TAB3 7;Lenovo;N/A
Lenovo TB3-710F;Lenovo TAB3 7 Essential;Lenovo;N/A
Lenovo TB3-710I;Lenovo TAB3 7 Essential;Lenovo;N/A
Lenovo TB-7703F;Lenovo TAB3 7 Plus;Lenovo;N/A
Lenovo TB-7703N;Lenovo TAB3 7 Plus;Lenovo;N/A
Lenovo TB-7703X;Lenovo TAB3 7 Plus;Lenovo;N/A
Lenovo TB3-850F;Lenovo TAB3 8;Lenovo;N/A
Lenovo TB3-850M;Lenovo TAB3 8;Lenovo;N/A
Lenovo TB-8703F;Lenovo TAB3 8 Plus;Lenovo;N/A
Lenovo TB-8703N;Lenovo TAB3 8 Plus;Lenovo;N/A
Lenovo TB-8703R;Lenovo TAB3 8 Plus;Lenovo;N/A
Lenovo TB-8703X;Lenovo TAB3 8 Plus;Lenovo;N/A
701LV;Lenovo TAB4;Lenovo;N/A
702LV;Lenovo TAB4;Lenovo;N/A
Lenovo TB-X304F;Lenovo TAB4 10;Lenovo;N/A
TB-X304F;Lenovo TAB4 10;Lenovo;N/A
Lenovo TB-X304L;Lenovo TAB4 10;Lenovo;N/A
Lenovo TB-X304N;Lenovo TAB4 10;Lenovo;N/A
TB-X304N;Lenovo TAB4 10;Lenovo;N/A
Lenovo TB-X304X;Lenovo TAB4 10;Lenovo;N/A
Lenovo TB-X704F;Lenovo TAB4 10 Plus;Lenovo;N/A
Lenovo TB-X704L;Lenovo TAB4 10 Plus;Lenovo;N/A
Lenovo TB-X704N;Lenovo TAB4 10 Plus;Lenovo;N/A
TB-X704N;Lenovo TAB4 10 Plus;Lenovo;N/A
TB-X704V;Lenovo TAB4 10 Plus;Lenovo;N/A
Lenovo TB-X504F;Lenovo TAB4 10 REL;Lenovo;N/A
Lenovo TB-8504F;Lenovo TAB4 8;Lenovo;N/A
TB-8504F;Lenovo TAB4 8;Lenovo;N/A
Lenovo TB-8504N;Lenovo TAB4 8;Lenovo;N/A
Lenovo TB-8504X;Lenovo TAB4 8;Lenovo;N/A
Lenovo TB-8704F;Lenovo TAB4 8 Plus;Lenovo;N/A
Lenovo TB-8704N;Lenovo TAB4 8 Plus;Lenovo;N/A
TB-8704V;Lenovo TAB4 8 Plus;Lenovo;N/A
Lenovo TB-8704X;Lenovo TAB4 8 Plus;Lenovo;N/A
Lenovo TB-8604F;Lenovo TAB4 8 REL;Lenovo;N/A
Lenovo TB-8X04F;Lenovo TAB4 8 REL;Lenovo;N/A
Lenovo TB-8304F1;Lenovo TB-8304F1;Lenovo;N/A
Lenovo TB-7304I;Lenovo Tab 7 Essential;Lenovo;N/A
Lenovo TB-7304I;Lenovo Tab 7 Essential;Lenovo;N/A
Lenovo TB-7304N;Lenovo Tab 7 Essential;Lenovo;N/A
Lenovo TB-7304X;Lenovo Tab 7 Essential;Lenovo;N/A
Lenovo TB-X104F;Lenovo Tab E10;Lenovo;N/A
Lenovo TB-X104L;Lenovo Tab E10;Lenovo;N/A
Lenovo TB-X104N;Lenovo Tab E10;Lenovo;N/A
Lenovo TB-X104X;Lenovo Tab E10;Lenovo;N/A
Lenovo TB-7104F;Lenovo Tab E7;Lenovo;N/A
Lenovo TB-7104I;Lenovo Tab E7;Lenovo;N/A
Lenovo TB-X605F;Lenovo Tab M10;Lenovo;N/A
Lenovo TB-X605L;Lenovo Tab M10;Lenovo;N/A
Lenovo TB-X605M;Lenovo Tab M10;Lenovo;N/A
Lenovo TB-X705F;Lenovo Tab P10;Lenovo;N/A
Lenovo TB-X705L;Lenovo Tab P10;Lenovo;N/A
Lenovo PB-6505M;Lenovo Tab V7;Lenovo;N/A
Lenovo PB-6505MC;Lenovo Tab V7;Lenovo;N/A
Lenovo PB-6505NC;Lenovo Tab V7;Lenovo;N/A
Lenovo X2-CU;Lenovo X2-CU/VIBE X2;Lenovo;N/A
Lenovo L78031;Lenovo-9;Lenovo;N/A
Lenovo TAB 2 A7-30DC;LenovoTAB2 A7-30DC;Lenovo;N/A
Lenovo TB-X104F1;LenovoTB-X104F1;Lenovo;N/A
Lenovo TB-X104F1;LenovoTB-X104F1_EEA;Lenovo;N/A
AQUOS 58U1;"LenovoTV 40S9;LenovoTV 50S9;AQUOS 40U1;AQUOS 50U1\xef\xbc\x9bAQUOS 58U1; AQUOS 60LX765A";Lenovo;N/A
AQUOS 60LX765A;"LenovoTV 40S9;LenovoTV 50S9;AQUOS 40U1;AQUOS 50U1\xef\xbc\x9bAQUOS 58U1; AQUOS 60LX765A";Lenovo;N/A
AQUOS 60UE20A;"LenovoTV 40S9;LenovoTV 50S9;AQUOS 40U1;AQUOS 50U1\xef\xbc\x9bAQUOS 58U1; AQUOS 60LX765A";Lenovo;N/A
LenovoTV 40S9;"LenovoTV 40S9;LenovoTV 50S9;AQUOS 40U1;AQUOS 50U1\xef\xbc\x9bAQUOS 58U1; AQUOS 60LX765A";Lenovo;N/A
LenovoTV 58S9;"LenovoTV 40S9;LenovoTV 50S9;AQUOS 40U1;AQUOS 50U1\xef\xbc\x9bAQUOS 58U1; AQUOS 60LX765A";Lenovo;N/A
AQUOS 50S1;"LenovoTV 50S52;AQUOS LCD-50S1A";Lenovo;N/A
LenovoTV 50S52;"LenovoTV 50S52;AQUOS LCD-50S1A";Lenovo;N/A
Lenovo K320t;Lenovo_K320t;Lenovo;N/A
Lenovo S960;Lenvo S960;Lenovo;N/A
XT1700;Moto E3;Lenovo;N/A
XT1706;Moto E3 Power;Lenovo;N/A
TB-X704A;Moto TAB;Lenovo;N/A
XT1663;Motorola M;Lenovo;N/A
XT1662;Motorola Moto M;Lenovo;N/A
Lenovo N300;N300;Lenovo;N/A
Lenovo N308;N308;Lenovo;N/A
PC-TE507FAW;NEC  PC-TE507FAW;Lenovo;N/A
NEC PC-TS508FAM;NEC PC-TS508FAM;Lenovo;N/A
PC-TS508FAM;NEC PC-TS508FAM;Lenovo;N/A
Lenovo P1a41;P1;Lenovo;N/A
Lenovo P1a42;P1;Lenovo;N/A
Lenovo P1c72;P1;Lenovo;N/A
Lenovo P1c58;P1;Lenovo;N/A
Lenovo P2a42;P2;Lenovo;N/A
Lenovo P2c72;P2;Lenovo;N/A
Lenovo P70-A;P70;Lenovo;N/A
Lenovo P70-t;P70;Lenovo;N/A
Lenovo P780;P780;Lenovo;N/A
Lenovo P780;P780;Lenovo;N/A
Lenovo P780_ROW;P780;Lenovo;N/A
Lenovo P90;P90;Lenovo;N/A
Lenovo PB1-750M;PB1-750M/Lenovo PHAB;Lenovo;N/A
EveryPad3;PB1-770M/Lenovo PHAB Plus;Lenovo;N/A
Lenovo PB1-770M;PB1-770M/Lenovo PHAB Plus;Lenovo;N/A
Lenovo PB1-770N;PB1-770N;Lenovo;N/A
Lenovo PB2-670M1;PB2 plus;Lenovo;N/A
Lenovo S1a40;S1;Lenovo;N/A
Lenovo S1La40;S1La40;Lenovo;N/A
Lenovo S5000-F;S5000;Lenovo;N/A
Lenovo S5000-H;S5000;Lenovo;N/A
Lenovo S580;S580;Lenovo;N/A
Lenovo S60-a;S60;Lenovo;N/A
Lenovo S60-t;S60;Lenovo;N/A
Lenovo S60-w;S60;Lenovo;N/A
Lenovo S6000L-F;S6000L;Lenovo;N/A
ideatv S61;S61;Lenovo;N/A
Lenovo S650;S650;Lenovo;N/A
Lenovo S650;S650_ROW;Lenovo;N/A
Lenovo S658t;S658t;Lenovo;N/A
Lenovo S660;S660;Lenovo;N/A
Lenovo S668t;S668t;Lenovo;N/A
Lenovo S686;S686;Lenovo;N/A
Lenovo S720;S720;Lenovo;N/A
Lenovo S750;S750;Lenovo;N/A
Lenovo S810t;S810t;Lenovo;N/A
Lenovo S820;S820;Lenovo;N/A
Lenovo S820;S820;Lenovo;N/A
Lenovo S820;S820;Lenovo;N/A
Lenovo S820_ROW;S820;Lenovo;N/A
Lenovo S820e;S820e;Lenovo;N/A
Lenovo S850;S850;Lenovo;N/A
Lenovo S850e;S850e;Lenovo;N/A
Lenovo S850t;S850t;Lenovo;N/A
Lenovo S856;S856;Lenovo;N/A
Lenovo S856;S856;Lenovo;N/A
Lenovo S856;S856;Lenovo;N/A
Lenovo S856;S856;Lenovo;N/A
Lenovo S858t;S858t;Lenovo;N/A
Lenovo S860;S860;Lenovo;N/A
Lenovo S860e;S860e;Lenovo;N/A
Lenovo S868t;S868;Lenovo;N/A
LNV-Lenovo S870e;S870e;Lenovo;N/A
Lenovo S870e;S870e;Lenovo;N/A
Lenovo S898t;S898t;Lenovo;N/A
Lenovo S898t+;S898t+;Lenovo;N/A
Lenovo S90-e;S90;Lenovo;N/A
Lenovo S90-A;S90-A;Lenovo;N/A
Lenovo S90-L;S90-L;Lenovo;N/A
Lenovo S90-t;S90-T;Lenovo;N/A
Lenovo S90-u;S90-U;Lenovo;N/A
Lenovo S920;S920;Lenovo;N/A
Lenovo S930;S930;Lenovo;N/A
Lenovo S930;S930_ROW;Lenovo;N/A
Lenovo S938t;S938t;Lenovo;N/A
Lenovo S939;S939;Lenovo;N/A
Lenovo S960;S960;Lenovo;N/A
Lenovo S960;S960;Lenovo;N/A
Lenovo S968t;S968t;Lenovo;N/A
501LV;Softbank 501LV;Lenovo;N/A
Lenovo TAB 2 A10-70F;TAB 2 A10;Lenovo;N/A
Lenovo TAB 2 A10-70L;TAB 2 A10;Lenovo;N/A
Lenovo TAB 2 A10-70LC;TAB 2 A10;Lenovo;N/A
Tab2A7-10F;TAB 2 A7-10F;Lenovo;N/A
Tab2A7-20F;TAB 2 A7-20F;Lenovo;N/A
Lenovo TAB 2 A7-30F;TAB 2 A7-30F;Lenovo;N/A
Lenovo 2 A7-30HC;TAB 2 A7-30HC;Lenovo;N/A
Lenovo TAB 2 A7-30HC;TAB 2 A7-30HC;Lenovo;N/A
Lenovo 2 A7-30TC;TAB 2 A7-30TC;Lenovo;N/A
Lenovo 2 A8-50F;TAB 2 A8-50F;Lenovo;N/A
Lenovo TAB 2 A8-50F;TAB 2 A8-50F;Lenovo;N/A
TAB A10-80HC;TAB A10-80HC;Lenovo;N/A
Lenovo TAB S8-50F;TAB S8-50F;Lenovo;N/A
Lenovo TAB S8-50L;TAB S8-50L;Lenovo;N/A
Lenovo S8-50LC;TAB S8-50LC;Lenovo;N/A
Lenovo TAB S8-50LC;TAB S8-50LC;Lenovo;N/A
Lenovo TB-X704Y;TAB4 10 Plus;Lenovo;N/A
Lenovo TB-8504L;TAB4 8;Lenovo;N/A
Lenovo TB-X104F1;TB-X104F1;Lenovo;N/A
601LV;TB3-601LV;Lenovo;N/A
602LV;TB3-602LV;Lenovo;N/A
Lenovo TB3-X70I;TB3-X70I;Lenovo;N/A
Lenovo TB-7304F;Tab 7 Essential;Lenovo;N/A
Lenovo TB-X705M;Tab P10;Lenovo;N/A
ThinkPad 11e Chromebook 3rd Gen (Yoga/Clamshell);ThinkPad 11e Chromebook 3rd Gen;Lenovo;N/A
ThinkVision28;ThinkVision28;Lenovo;N/A
Lenovo Thinkpad 11e Chromebook (4th Gen)/Lenovo Thinkpad Yoga 11e Chromebook (4th Gen);Thinkpad 11e Chromebook (4th Gen)/Lenovo Thinkpad Yoga 11e Chromebook (4th Gen);Lenovo;N/A
Thinkpad 13 Chromebook;Thinkpad 13 Chromebook;Lenovo;N/A
M123;Thinkpad Stack projector;Lenovo;N/A
Lenovo K10a40;VIBE K10;Lenovo;N/A
Lenovo K33a48;VIBE K6;Lenovo;N/A
Lenovo K33b36;VIBE K6;Lenovo;N/A
Lenovo K33b37;VIBE K6;Lenovo;N/A
Lenovo K53a48;VIBE K6 Note;Lenovo;N/A
Lenovo K53b36;VIBE K6 Note;Lenovo;N/A
Lenovo K53b37;VIBE K6 Note;Lenovo;N/A
Lenovo K33a42;VIBE K6 Power;Lenovo;N/A
Lenovo A7010a48;VIBE X3 Lite;Lenovo;N/A
Lenovo K51c78;VIBE X3 Lite;Lenovo;N/A
Lenovo K51c78;VIBE X3 Lite;Lenovo;N/A
Lenovo X2-AP;X2;Lenovo;N/A
Lenovo X2-EU;X2;Lenovo;N/A
Lenovo X2Pt5;X2 Pro;Lenovo;N/A
VIBE X2Pt5;X2 Pro;Lenovo;N/A
Lenovo X2-TO;X2-TO/VIBE X2;Lenovo;N/A
Lenovo X2-TR;X2-TR/VIBE X2;Lenovo;N/A
Lenovo X3a40;X3a40;Lenovo;N/A
Lenovo X3c50;X3c50;Lenovo;N/A
Lenovo X3c70;X3c70;Lenovo;N/A
Lenovo YB-Q501F;YOGA A12;Lenovo;N/A
Lenovo YB-Q501L;YOGA A12;Lenovo;N/A
Lenovo YB1-X90F;YOGA BOOK;Lenovo;N/A
Lenovo YB1-X90L;YOGA BOOK;Lenovo;N/A
Lenovo YB-Q501F;YOGA Laptop with Android;Lenovo;N/A
Lenovo YB-Q501L;YOGA Laptop with Android;Lenovo;N/A
Lenovo YT3-X50F;YOGA Tab 3 10\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-X50L;YOGA Tab 3 10\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-X50M;YOGA Tab 3 10\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-850F;YOGA Tab 3 8\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-850L;YOGA Tab 3 8\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-850M;YOGA Tab 3 8\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-X90F;YOGA Tab 3 PRO 10\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-X90L;YOGA Tab 3 PRO 10\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-X90X;YOGA Tab 3 PRO 10\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-X90Y;YOGA Tab 3 PRO 10\xe2\x80\x9d;Lenovo;N/A
Lenovo YT3-X90Z;YOGA Tab 3 PRO 10\xe2\x80\x9d;Lenovo;N/A
Lenovo YT-X703F;YOGA Tab 3 Plus;Lenovo;N/A
Lenovo YT-X703L;YOGA Tab 3 Plus;Lenovo;N/A
Lenovo YT-X703X;YOGA Tab 3 Plus;Lenovo;N/A
YOGA Tablet 2-1050L;YOGA Tablet Pro-1050L/Yoga Tablet 2;Lenovo;N/A
YOGA Tablet 2-1050LC;YOGA Tablet Pro-1050LC/Yoga Tablet 2;Lenovo;N/A
YOGA Tablet 2 Pro-1380F;YOGA Tablet Pro-1380F/Yoga Tablet 2 Pro;Lenovo;N/A
YOGA Tablet 2 Pro-1380L;YOGA Tablet Pro-1380L/Yoga Tablet 2 Pro;Lenovo;N/A
YOGA Tablet 2-830L;YOGA Tablet Pro-830L/Yoga Tablet 2;Lenovo;N/A
YOGA Tablet 2-830LC;YOGA Tablet Pro-830LC/Yoga Tablet 2;Lenovo;N/A
YOGA Tablet 2-1050F;YogaTablet2 -1050F;Lenovo;N/A
YOGA Tablet 2-830F;YogaTbalet2-830F;Lenovo;N/A
Lenovo Z2;Z2;Lenovo;N/A
Lenovo Z2;Z2;Lenovo;N/A
Lenovo Z2w;Z2w;Lenovo;N/A
Lenovo L78011;Z5;Lenovo;N/A
Lenovo L78011;Z5;Lenovo;N/A
Lenovo Z90;Z90/VIBE Shot;Lenovo;N/A
Lenovo Z90-7;Z90/VIBE Shot;Lenovo;N/A
Lenovo Z90-3;Z90/VIBE Shot;Lenovo;N/A
Lenovo Z90a40;Z90a40/VIBE Shot;Lenovo;N/A
ideatv S52;ideatv S52;Lenovo;N/A
ideatv K82;ideatvK82 60LX750A  52LX750A  46LX750A  60LX850A  70LX850A 80LX850A;Lenovo;N/A
Lenovo TB-8804F;\xe5\xb0\x8f\xe6\x96\xb0\xe5\xb9\xb3\xe6\x9d\xbf;Lenovo;N/A
Lenovo TB-X804F;\xe5\xb0\x8f\xe6\x96\xb0\xe5\xb9\xb3\xe6\x9d\xbf;Lenovo;N/A
LETAB731;LEOTEC;Leotec;N/A
SUPERNOVA Qi32;Letab1020;Leotec;N/A
Qi216;Qi216;Leotec;N/A
Supernova_i216;Supernova_i216;Leotec;N/A
lephone P2;Lephone P2;Lephone;N/A
lephone_W8;Lephone W8;Lephone;N/A
S104G;S104G;Lephone;N/A
lephoneP1;lephone P1;Lephone;N/A
lephoneP1;lephone P1;Lephone;N/A
lephone P1;lephone P1;Lephone;N/A
lephone P2;lephone P2;Lephone;N/A
lephone P5;lephone P5;Lephone;N/A
lephone P5;lephone P5;Lephone;N/A
lephone_W10;lephone W10;Lephone;N/A
lephone_W11;lephone W11;Lephone;N/A
lephone_W15;lephone W15;Lephone;N/A
lephone_W15;lephone W15;Lephone;N/A
lephone_W21;lephone W21;Lephone;N/A
lephone_W7;lephone W7;Lephone;N/A
lephone_W7;lephone W7;Lephone;N/A
lephone_W7_plus;lephone W7+;Lephone;N/A
lephone_W7R;lephone W7R;Lephone;N/A
lephone P2Plus;lephone_P2Plus;Lephone;N/A
lephone_W10;lephone_W10b;Lephone;N/A
S1;S1;Lexia Mobile;N/A
S2;S2;Lexia Mobile;N/A
S3;S3;Lexia Mobile;N/A
MFC145FR1;Fluo;Lexibook;N/A
MFC191FR2;Fluo XL;Lexibook;N/A
MFC510FR1;Fluo XL Premium Edition;Lexibook;N/A
MFC512FR;"LexiTab 10""";Lexibook;N/A
MFC511DE;LexiTab 10\'\';Lexibook;N/A
MFC511EN;LexiTab 10\'\';Lexibook;N/A
MFC511FR;LexiTab 10\'\';Lexibook;N/A
MFC147FR;"LexiTab 7""";Lexibook;N/A
MFC146DE;LexiTab 7\'\';Lexibook;N/A
MFC146EN;LexiTab 7\'\';Lexibook;N/A
MFC146FR;LexiTab 7\'\';Lexibook;N/A
MFC146ES;LexiTab 7\'\'\t;Lexibook;N/A
MFC513FR;"LexiTab\xc2\xae 10""";Lexibook;N/A
MFC149FR;LexiTab\xc2\xae 7;Lexibook;N/A
MFC148FR;"LexiTab\xc2\xae 7""";Lexibook;N/A
MFC514FR;LexiTab\xc2\xae Deluxe;Lexibook;N/A
S952;MFC191;Lexibook;N/A
LBOX500;Playdroid;Lexibook;N/A
LPT_200AR;LPT_200AR;Lgcns;N/A
LPT_201AR;LPT_201AR;Lgcns;N/A
LifeWatch V;V , FGL-00004;LifeWatch;N/A
TAL-750;TAL-750;Lilus;N/A
LINTAB_TB701;LIN;Lin;N/A
SH960C-LN;SH960C-LN;LinkNet;N/A
ST950I-LN;ST950I-LN;LinkNet;N/A
SH940C-LN;Smart Box HD;LinkNet;N/A
DCN88_72604_LN;X1 Prime;LinkNet;N/A
LINSAY_F10XHD;LINSAY_F10XHD;Linsay;N/A
LINSAY_F10XIPS;LINSAY_F10XIPS;Linsay;N/A
LS-Q878;LS-Q878;Lisheng;N/A
WEBPAD1002;WEBPAD1002;Listo;N/A
X15;X15;LiteTEL;N/A
X20;X20;LiteTEL;N/A
X30;X30;LiteTEL;N/A
FieldBook_E1;FieldBook E1;Logic Instrument;N/A
Logic Instrument Fieldbook F1;Fieldbook F1;Logic Instrument;N/A
Logic Instrument Fieldbook F53;Fieldbook F53;Logic Instrument;N/A
Logic Instrument Fieldbook K80;Fieldbook K80;Logic Instrument;N/A
Logic Instrument Fieldbook KS80;Logic Instrument Fieldbook KS80;Logic Instrument;N/A
Logic Instrument Fieldbook N80;Logic Instrument Fieldbook N80;Logic Instrument;N/A
L5G;L5G;Logic Mobility;N/A
LOGIC_L5D;LOGIC_L5D;Logic Mobility;N/A
T10B;T10B;Logic Mobility;N/A
T3G;T3G;Logic Mobility;N/A
T7_plus;T7_plus;Logic Mobility;N/A
Logic X4 Plus;X4 Plus;Logic Mobility;N/A
LOGIC X5A;X5A;Logic Mobility;N/A
B BOT 50;B bot 50;Logicom;N/A
B BOT 550;B bot 550;Logicom;N/A
C Bot Tab 100;C bot tab 100;Logicom;N/A
C Bot Tab 70;C bot tab 70;Logicom;N/A
CT1080;CT1080;Logicom;N/A
Connect503;Connect503;Logicom;N/A
E1052GP;E1052GP;Logicom;N/A
E350;E350;Logicom;N/A
E400;E400;Logicom;N/A
E852GP;E852GP;Logicom;N/A
ID bot 53;ID bot 53;Logicom;N/A
IDbot553;ID bot 553;Logicom;N/A
IDbot553PLUS;ID bot 553+;Logicom;N/A
ID bot 56;ID bot 56;Logicom;N/A
ID bot 53+;IDbot53plus;Logicom;N/A
L-EGANTONE-R;L-EGANT  ONE-R;Logicom;N/A
L-EGANTONE;L-EGANT ONE;Logicom;N/A
L-EMENT401;L-EMENT 401;Logicom;N/A
L-EMENT_403;L-EMENT 403;Logicom;N/A
L-EMENT 505;L-EMENT 505;Logicom;N/A
L-EMENT 553;L-EMENT 553;Logicom;N/A
L-EMENT_TAB1040;L-EMENT TAB 1040;Logicom;N/A
L-EMENT_1043_BTK;L-EMENT TAB 1043 BTK;Logicom;N/A
L-EMENT_TAB1043M;L-EMENT TAB 1043M;Logicom;N/A
L-EMENT 741;L-EMENT TAB 741;Logicom;N/A
L-EMENT 742;L-EMENT TAB 742;Logicom;N/A
L-ement_Tab_744;L-EMENT TAB 744;Logicom;N/A
L-ementTab744P;L-EMENT TAB 744P;Logicom;N/A
L-EMENT350;L-EMENT350;Logicom;N/A
L-EMENT 400;L-EMENT400;Logicom;N/A
L-EMENT500L;L-EMENT500;Logicom;N/A
L-EMENT501;L-EMENT501;Logicom;N/A
L-EMENT503;L-EMENT503;Logicom;N/A
L-EMENT550;L-EMENT550;Logicom;N/A
L-EMENT551;L-EMENT551;Logicom;N/A
L-EMENT_TAB1042BTK;L-EMENTTAB1042;Logicom;N/A
L-EMENT_TAB1040_BT;L-EMENT_TAB1040_BT;Logicom;N/A
L-EMENT_TAB1043;L-EMENT_TAB1043;Logicom;N/A
L-ITE 400M;L-ITE 400M;Logicom;N/A
L-ITE 502 PLUS;L-ITE 502 PLUS;Logicom;N/A
L-ITE 504 HD;L-ITE 504 HD;Logicom;N/A
L-ITE 506 HD;L-ITE 506 HD;Logicom;N/A
L-ITE 506R HD;L-ITE 506R HD;Logicom;N/A
L-ITE 552 HD;L-ITE 552 HD;Logicom;N/A
L-ITE Tab 870 LTE;L-ITE Tab 870 LTE;Logicom;N/A
L-ITE 402;L-ITE402;Logicom;N/A
L-ITE 452;L-ITE452;Logicom;N/A
L-ITE 502;L-ITE502;Logicom;N/A
L-ITE 552;L-ITE552;Logicom;N/A
LIXIR1041;L-IXIR TAB 1041;Logicom;N/A
L-IXIR_TAB_1046_HD;L-IXIR TAB 1046HD;Logicom;N/A
L-IXIR TAB 701 3G;L-IXIR TAB 701 3G;Logicom;N/A
L-IXIR_TAB_840;L-IXIR TAB 840;Logicom;N/A
L-ite_Tab1060;L-ite_Tab1060;Logicom;N/A
L-EMENT351;L351;Logicom;N/A
L-EMENT743;L743;Logicom;N/A
LOGICOM_LA_TAB_LINK_71;LA_TAB_LINK71;Logicom;N/A
L-EMENT 740;LEMENT TAB 740;Logicom;N/A
L-EMENT_TAB1042;LEMENTTAB1042;Logicom;N/A
LEMENT_TAB901;LEMENTTAB901;Logicom;N/A
LIXIR1044;LIXIR1044;Logicom;N/A
L_IXIR_TAB_1047HD;L_IXIR_TAB_1047HD;Logicom;N/A
La Tab 105;La Tab 105;Logicom;N/A
La Tab 106;La Tab 106;Logicom;N/A
La Tab 107;La Tab 107 HD;Logicom;N/A
La_Tab_113;La Tab 113;Logicom;N/A
La_Tab_123HD;La Tab 123HD;Logicom;N/A
La Tab 72;La Tab 72;Logicom;N/A
La_Tab_73;La Tab 73;Logicom;N/A
La Tab Full HD;La Tab Full HD;Logicom;N/A
La_Tab_124_HD;La tab 124;Logicom;N/A
La Tab 109 HD;LaTab109HD;Logicom;N/A
La_Tab_114;La_Tab_114;Logicom;N/A
La_Tab_74;La_Tab_74;Logicom;N/A
LeFit;Le Fit;Logicom;N/A
Le_Hello;Le HELLO;Logicom;N/A
Le_Hola;Le Hola;Logicom;N/A
Le Hop;Le Hop;Logicom;N/A
Le Lift;Le Lift;Logicom;N/A
Le Must;Le Must;Logicom;N/A
Le Smooth;Le Smooth;Logicom;N/A
Le Starter L;Le Starter L;Logicom;N/A
Le Up;Le UP;Logicom;N/A
LeMoov2;LeMoov2;Logicom;N/A
LiteTab760;LiteTab760;Logicom;N/A
Logikids_2;Logikids;Logicom;N/A
Logikids_3;Logikids 3;Logicom;N/A
logikids4;Logikids 4;Logicom;N/A
M bot 51;M bot 51;Logicom;N/A
M bot 54;M bot 54;Logicom;N/A
M BOT 551;M bot 551;Logicom;N/A
M bot 60;M bot 60;Logicom;N/A
M bot Tab 103;M bot Tab 103;Logicom;N/A
M_bot_tab_1150;M bot Tab 1150;Logicom;N/A
M_bot_tab_71;M bot Tab 71;Logicom;N/A
M BOT TAB 100;M bot tab 100;Logicom;N/A
M BOT TAB 101;M bot tab 101;Logicom;N/A
M BOT TAB 70;M bot tab 70;Logicom;N/A
M bot 52;M_ bot_ 52;Logicom;N/A
POWER BOT;POWER bot;Logicom;N/A
LOGICOM_PLAYTAB_10;Playtab 10;Logicom;N/A
S1052;S1052;Logicom;N/A
S450;S450;Logicom;N/A
Connect 5;S504;Logicom;N/A
S504;S504;Logicom;N/A
S732;S732;Logicom;N/A
S7842;S7842;Logicom;N/A
S952;S952;Logicom;N/A
CT730;Touch Tablet CT730;Logicom;N/A
VR BOT 552;VRBOT552;Logicom;N/A
VR BOT 552 PLUS;VRBOT552PLUS;Logicom;N/A
Volt-R;Volt-R;Logicom;N/A
LeMoov;le Moov;Logicom;N/A
Revue;Revue;Logitech;N/A
Tambour;Tambour Horizon;Louis Vuitton;N/A
Tambour;Tambour Horizon;Louis Vuitton;N/A
Siren_1;Siren_1;Lucentel;N/A
T2;T2;Lumigon;N/A
T2HD;T2 HD;Lumigon;N/A
Lumigon_T3;T3;Lumigon;N/A
L9502;L9502;Lumitel;N/A
L9503;L9503;Lumitel;N/A
LS-4004;LS-4004;Lyf;N/A
LYF_LS-4006;LS-4006;Lyf;N/A
LS-4503;LS-4503;Lyf;N/A
LS-4505;LS-4505;Lyf;N/A
LS-4508;LS-4508;Lyf;N/A
LS-4510;LS-4510;Lyf;N/A
LS-4511;LS-4511;Lyf;N/A
LS-4512;LS-4512;Lyf;N/A
LS-5002;LS-5002;Lyf;N/A
LS-5004;LS-5004;Lyf;N/A
LS-5008;LS-5008;Lyf;N/A
LS-5009;LS-5009;Lyf;N/A
LS-5013;LS-5013;Lyf;N/A
LS-5016;LS-5016;Lyf;N/A
LS-5018;LS-5018;Lyf;N/A
LS-5020;LS-5020;Lyf;N/A
LS-5021;LS-5021;Lyf;N/A
LS-5027;LS-5027;Lyf;N/A
LS-5201;LS-5201;Lyf;N/A
LS-5503;LS-5503;Lyf;N/A
LS-5504;LS-5504;Lyf;N/A
LS-6001;LS-6001;Lyf;N/A
LT-8001;LT-8001;Lyf;N/A
LT-8001 IRIS;LT-8001 IRIS;Lyf;N/A
LS-5505;WATER F1;Lyf;N/A
Pure1;M-HORSE;M-Horse;N/A
M1;M1;M-Horse;N/A
M2S;M2S;M-Horse;N/A
M3;M3;M-Horse;N/A
P1;P1;M-Horse;N/A
Pure 2;Pure 2;M-Horse;N/A
Pure 3;Pure 3;M-Horse;N/A
EROS Power;Eros Power;M-tech;N/A
Eros Smart;Eros Smart;M-tech;N/A
Eros_Star;Eros_Star;M-tech;N/A
Shine;Shine;M-tech;N/A
M3SM15N;M3 SM15N;M3 Mobile;N/A
M3SM15X;M3 SM15X;M3 Mobile;N/A
M3-SL10;M3-SL10;M3 Mobile;N/A
M3SL10;M3SL10;M3 Mobile;N/A
M4_B1;M4 B1;M4tel;N/A
M4_B2;M4 B2;M4tel;N/A
M4_B3;M4 B3;M4tel;N/A
M4_R2;M4 R2;M4tel;N/A
