Device Identifier;Device Name;Device Manufacturer;Bluetooth Version
Tab_2_3G;Tab_2_3G;AllCall;N/A
A10_Lite;A10 Lite;AllView;N/A
A10_Lite_2019;A10 Lite 2019;AllView;N/A
A10_Lite_2GB;A10 Lite 2GB;AllView;N/A
A10_Plus;A10 Plus;AllView;N/A
A5_Easy;A5 Easy;AllView;N/A
A5_Easy_TM;A5 Easy;AllView;N/A
A5_Lite;A5 Lite;AllView;N/A
A5_Quad_Plus;A5 Quad Plus;AllView;N/A
A5_Quad_Plus_TM;A5 Quad Plus;AllView;N/A
A5_Ready;A5 Ready;AllView;N/A
A5_Ready_TM;A5 Ready;AllView;N/A
A6_Duo;A6 Duo;AllView;N/A
A6_Lite;A6 Lite;AllView;N/A
A7_Lite;A7 Lite;AllView;N/A
A8_Lite;A8 Lite;AllView;N/A
A8_Lite_TM;A8 Lite TM;AllView;N/A
A9_Plus;A9  Plus;AllView;N/A
A9_Lite;A9 Lite;AllView;N/A
AX4Nano_plus;AX4 Nano Plus;AllView;N/A
AX501Q;AX501Q;AllView;N/A
AX502;AX502;AllView;N/A
AX503;AX503;AllView;N/A
C6_Duo;C6 Duo;AllView;N/A
C6Quad_4G;C6 Quad 4G;AllView;N/A
E2_Jump;E2 Jump;AllView;N/A
E3_Jump;E3 Jump;AllView;N/A
E3_Living;E3 Living;AllView;N/A
E3_Sign;E3 Sign;AllView;N/A
E4;E4;AllView;N/A
E4_Lite;E4 Lite;AllView;N/A
P10_Life;P10 Life;AllView;N/A
P10_Max;P10 Max;AllView;N/A
P10_Mini;P10 Mini;AllView;N/A
P10_Pro;P10 Pro;AllView;N/A
P10_Style;P10_Style;AllView;N/A
P4_Pro;P4 Pro;AllView;N/A
P4_Quad;P4 Quad;AllView;N/A
P4_eMagic;P4 eMagic;AllView;N/A
P4_eMagic_TM;P4 eMagic;AllView;N/A
P41_eMagic;P41 eMagic;AllView;N/A
P41_eMagic_TM;P41 eMagic;AllView;N/A
P42;P42;AllView;N/A
P43_Easy;P43 Easy;AllView;N/A
P5_Energy;P5 Energy;AllView;N/A
P5Life_TM;P5 Life;AllView;N/A
P5_Lite;P5 Lite;AllView;N/A
P5_Pro;P5 Pro;AllView;N/A
P5_eMagic;P5 eMagic;AllView;N/A
P5_eMagic_TM;P5 eMagic;AllView;N/A
P5Life;P5Life;AllView;N/A
P5_Pro_TM;P5_Pro;AllView;N/A
P6_plus;P6  Plus;AllView;N/A
P6_Energy_TM;P6 Energy;AllView;N/A
P6_Energy_Lite;P6 Energy Lite;AllView;N/A
P6_Energy_Lite_TM;P6 Energy Lite;AllView;N/A
P6_Energy_mini;P6 Energy mini;AllView;N/A
P6_Life;P6 Life;AllView;N/A
P6_lite;P6 Lite;AllView;N/A
P6_lite_TM;P6 Lite;AllView;N/A
P6_lite_mTEL;P6 Lite;AllView;N/A
P6_Pro;P6 Pro;AllView;N/A
P6_Qmax;P6 Qmax;AllView;N/A
P6_eMagic;P6 eMagic;AllView;N/A
P6_Energy;P6_Energy;AllView;N/A
P7_Lite;P7 Lite;AllView;N/A
P7_Lite_TM;P7 Lite;AllView;N/A
P7_PRO;P7 PRO;AllView;N/A
P7_PRO_TM;P7 PRO_TM;AllView;N/A
P8_Energy;P8 Energy;AllView;N/A
P8_Energy_PRO;P8 Energy Pro;AllView;N/A
P8_Energy_mini;P8 Energy mini;AllView;N/A
P8_Energy_mini_TM;P8 Energy mini;AllView;N/A
P8_Life;P8 Life;AllView;N/A
P8_PRO;P8 Pro;AllView;N/A
P8_eMagic;P8 eMagic;AllView;N/A
P8_eMagic_TM;P8 eMagic;AllView;N/A
P9_Energy;P9 Energy;AllView;N/A
P9_Energy_Lite;P9 Energy Lite;AllView;N/A
P9_Energy_Lite_2017;P9 Energy Lite 2017;AllView;N/A
P9_Energy_mini_TM;P9 Energy Mini;AllView;N/A
P9_Energy_S;P9 Energy S;AllView;N/A
P9_Energy_mini;P9 Energy mini;AllView;N/A
P9_Life;P9 Life;AllView;N/A
P9_Life_TM;P9_Life_TM;AllView;N/A
V1_Viper_E;V1 Viper E;AllView;N/A
V1_Viper_I4G;V1 Viper I4G;AllView;N/A
V1_Viper_I4G_PL;V1 Viper I4G;AllView;N/A
V1_Viper_I4G_TM;V1 Viper I4G;AllView;N/A
V1_Viper_I4G_PL;V1 Viper I4G;AllView;N/A
V1_Viper_L;V1 Viper L;AllView;N/A
V1_Viper_S4G;V1 Viper S4G;AllView;N/A
V2_Viper;V2 Viper;AllView;N/A
V2_Viper_E;V2 Viper E;AllView;N/A
V2_Viper_I;V2 Viper I;AllView;N/A
V2_Viper_I_TM;V2 Viper I;AllView;N/A
V2_Viper_I4G;V2 Viper I4G;AllView;N/A
V2_Viper_S;V2 Viper S;AllView;N/A
V2_Viper_X;V2 Viper X;AllView;N/A
V2_Viper_X_plus;V2 Viper X plus;AllView;N/A
V2_Viper_Xe;V2 Viper Xe;AllView;N/A
V3_Viper;V3 Viper;AllView;N/A
Viva_1001G;Viva 1001G;AllView;N/A
Viva_C701;Viva C701;AllView;N/A
Viva_C702;Viva C702;AllView;N/A
VivaH10LTE;Viva H10 LTE;AllView;N/A
Viva_H1001_LTE;Viva H1001 LTE;AllView;N/A
Viva_H1002_LTE;Viva H1002 LTE;AllView;N/A
VivaH7LTE;Viva H7 LTE;AllView;N/A
VivaH8LTE;Viva H8 LTE;AllView;N/A
H8_Life;Viva H8 Life;AllView;N/A
Viva_H801;Viva H801;AllView;N/A
Viva_H801_LTE;Viva H801 LTE;AllView;N/A
Viva_H802_LTE;Viva H802 LTE;AllView;N/A
Viva_H802_LTE_TM;Viva H802 LTE;AllView;N/A
Viva_i10HD;Viva i10HD;AllView;N/A
Viva_H701_LTE_CZ;Viva i701G;AllView;N/A
Viva_i701G;Viva i701G;AllView;N/A
Viva_i701G_TM;Viva i701G;AllView;N/A
Viva_i7G;Viva i7G;AllView;N/A
Viva_H701_LTE;Viva_H701_LTE;AllView;N/A
X2_Soul_Lite;X2 Soul Lite;AllView;N/A
X2_Soul_Lite_TM;X2 Soul Lite;AllView;N/A
X2_Soul_Mini;X2 Soul Mini;AllView;N/A
X2_Soul_PRO;X2 Soul PRO;AllView;N/A
X2_Soul_Style;X2 Soul Style;AllView;N/A
X2_Soul_Style_TM;X2 Soul Style;AllView;N/A
X2_Soul_Style_Plus;X2 Soul Style+;AllView;N/A
X2_Soul_Xtreme;X2 Soul Xtreme;AllView;N/A
X3_Soul_Lite;X3 Soul Lite;AllView;N/A
X3_Soul_Lite_TM;X3 Soul Lite;AllView;N/A
X3_Soul_PLUS;X3 Soul Plus;AllView;N/A
X3_Soul_PRO;X3 Soul Pro;AllView;N/A
X3_Soul_Style;X3 Soul Style;AllView;N/A
X3_Soul_mini;X3 Soul mini;AllView;N/A
X3_Soul;X3Soul;AllView;N/A
X4_Soul;X4 Soul;AllView;N/A
X4_Soul_Infinity_L;X4 Soul Infinity L;AllView;N/A
X4_Soul_Infinity_L;X4 Soul Infinity L;AllView;N/A
X4_Soul_Infinity_N;X4 Soul Infinity N;AllView;N/A
X4_Soul_Infinity_N;X4 Soul Infinity N;AllView;N/A
X4_Soul_Infinity_Plus;X4 Soul Infinity Plus;AllView;N/A
X4_Soul_Infinity_S;X4 Soul Infinity S;AllView;N/A
X4_Soul_Infinity_S;X4 Soul Infinity SV;AllView;N/A
X4_Soul_Infinity_Z;X4 Soul Infinity Z;AllView;N/A
X4_Soul_Infinity_Z;X4 Soul Infinity Z;AllView;N/A
X4_Soul_Lite;X4 Soul Lite;AllView;N/A
X4_Soul_Mini;X4 Soul Mini;AllView;N/A
X4_Soul_Mini_S;X4 Soul Mini S;AllView;N/A
X4_Soul_Mini_S_TM;X4 Soul Mini S;AllView;N/A
X4_Soul_Style;X4 Soul Style;AllView;N/A
X4_Soul_Vision;X4 Soul Vision;AllView;N/A
X4_Soul_Xtreme;X4 Soul Xtreme;AllView;N/A
X5_Soul_Mini;X5 Soul Mini;AllView;N/A
X5_Soul_Pro;X5 Soul Pro;AllView;N/A
X5_Soul;X5_Soul;AllView;N/A
X5_Soul_Style;X5_Soul_Style;AllView;N/A
T1001;T1001;Alldocube;N/A
U1005;U1005;Alldocube;N/A
U1005E;U1005E;Alldocube;N/A
U63PLUS;U63PLUS;Alldocube;N/A
T1001;T1001;Allducube;N/A
M721;M721;Allfine;N/A
PC1038Q;PC1038Q;Allfine;N/A
PSY7020SKD;PSY7020SKD;Allouette;N/A
G2SMNT;SAT2242 WorkTab;Alphascan;N/A
S60;ALTICE S60;Altice;N/A
S70;ALTICE S70;Altice;N/A
S11;AlTICE S11;Altice;N/A
S12;AlTICE S12;Altice;N/A
STARNAUTE4;Altice S21;Altice;N/A
S22;S22;Altice;N/A
Altice_S31;S31;Altice;N/A
S31;S31;Altice;N/A
S41;S41;Altice;N/A
S51;S51;Altice;N/A
S61;S61;Altice;N/A
STARACTIVE;STARACTIVE;Altice;N/A
STARNAUTE4;STARNAUTE 4;Altice;N/A
STARNAUTE 3;STARNAUTE3;Altice;N/A
STARTRAIL7;STARTRAIL 7;Altice;N/A
STARXTREM5;STARXTREM5;Altice;N/A
SX41;SX41;Altice;N/A
STARACTIVE;Staractive;Altice;N/A
T10;T10;Altice;N/A
GI-420;GI-420;Altron;N/A
GI-530;GI-530;Altron;N/A
OB_421;OB_421;Altron;N/A
KIREI A5Q PLUS;KIREI A5Q PLUS;Americamovil;N/A
AM350;AM350;Amgoo;N/A
AM402;AM402;Amgoo;N/A
AM410;AM410;Amgoo;N/A
AM412;AM412;Amgoo;N/A
AM415;AM415;Amgoo;N/A
AM506;AM506;Amgoo;N/A
AM508;AM508;Amgoo;N/A
AM509;AM509;Amgoo;N/A
AM509;AM509;Amgoo;N/A
AM515;AM515;Amgoo;N/A
AM520;AM520;Amgoo;N/A
AM530;AM530;Amgoo;N/A
AM535;AM535;Amgoo;N/A
AM518;AMGOO;Amgoo;N/A
AM518;Amgoo;Amgoo;N/A
TL10RA3;TL10RA3;Amplify;N/A
TR10CD3;TR10CD3;Amplify;N/A
TR10CD3;TR10CD3;Amplify;N/A
TBQ-7321;TBQ-7321;Andersson;N/A
TBQ_10321;TBQ_10321;Andersson;N/A
ASP320Q_ANDi;;Anydata;N/A
bq Aquaris;Aquaris I8;Anydata;N/A
MID7317CP;Auchan MID7317CP Tablet;Anydata;N/A
MID7055;COBY MID7055;Anydata;N/A
CT710;Carrefour CT710;Anydata;N/A
EM63;Carrefour CT720 / Emdoor EM63 Tablet;Anydata;N/A
MID1065;Coby MID1065;Anydata;N/A
MID7065;Coby MID7065;Anydata;N/A
MID8065;Coby MID8065;Anydata;N/A
D2-721G;D2-721G;Anydata;N/A
D2-727;D2-727G;Anydata;N/A
GS-718;DOPO GMS-718 Tablet / Discovery;Anydata;N/A
DP3D8;DOTPAD DP3D8 / Gadmei;Anydata;N/A
TAB-840_G;Digix TAB-840_G;Anydata;N/A
MT8000;Eviant MT8000;Anydata;N/A
nuvi 3590;Garmin nuvi3590;Anydata;N/A
nuvi 3595;Garmin nuvi3595;Anydata;N/A
GR-TB10S;Grundig GR-TB10S Tablet;Anydata;N/A
U2;HCL ME TABLET PC U2;Anydata;N/A
P771A;HKC P771A;Anydata;N/A
P774A;HKC P774A;Anydata;N/A
P776A;HKC P776A;Anydata;N/A
P778A;HKC P778A;Anydata;N/A
P886A;HKC P886A;Anydata;N/A
HS_7DTB14;HS_7DTB14;Anydata;N/A
NS-13T001;Insignia NS-13T001 Tablet;Anydata;N/A
JT1241;Jiateng JT1241;Anydata;N/A
MD7305;Lazer MD7305 Tablet / AMTC;Anydata;N/A
Le Pan S;Le Pan S;Anydata;N/A
LePanII;LePanII;Anydata;N/A
I10A-LE;Leader I10A-LE;Anydata;N/A
G2;Mach_Speed Trio G2 Tablet;Anydata;N/A
Marquis_MP977;Marquis Tablet;Anydata;N/A
M97;Matsunichi M97;Anydata;N/A
M7;Monster M7 Tablet;Anydata;N/A
NX007HD;Nextbook NX007HD Tablet;Anydata;N/A
NX008HD8G;Nextbook NX008HD8G Tablet;Anydata;N/A
NX008HI;Nextbook NX008HI Tablet / Carrefour CT810;Anydata;N/A
Next7D12;Nextbook Next7D12 Tablet;Anydata;N/A
Next7P12;Nextbook Next7P12;Anydata;N/A
PNDPP48GP;Pendo PNDPP48GP;Anydata;N/A
Philips W336;Philips W336;Anydata;N/A
Philips W536;Philips W536;Anydata;N/A
W626;Philips W626;Anydata;N/A
Philips W632;Philips W632;Anydata;N/A
Philips W832;Philips W832;Anydata;N/A
PLT7223G;Proscan PLT7223G;Anydata;N/A
PLT7777;Proscan PLT7777;Anydata;N/A
PLT8223G;Proscan PLT8223G;Anydata;N/A
RCT6078W2;RCA RCT6078W2;Anydata;N/A
RCT6078W2;RCA RCT6078W2;Anydata;N/A
TECTOYTT2500;TecToy TT-2500;Anydata;N/A
PRO7D;Visual Land Prestige 7D;Anydata;N/A
Camelio Family tablet;Vivitar Camelio Tablet;Anydata;N/A
XO Learning tablet;Vivitar XO Tablet;Anydata;N/A
TBDG773;Zeki TBDG773;Anydata;N/A
EGP008;ematic EGP008;Anydata;N/A
EGP010;ematic EGP010;Anydata;N/A
EGS004;ematic EGS004;Anydata;N/A
EGS102;ematic EGS102;Anydata;N/A
Smart\'TAB 8003;essentielb ST8003/FT8001 Tablet;Anydata;N/A
CMP748;iCraig CMP748;Anydata;N/A
CMP749;iCraig CMP749;Anydata;N/A
MT-734G;MT-734G;Apex;N/A
TM772;TM772;Apex;N/A
TM785CH;TM785CH;Apex;N/A
Tab64_T;Aprix_Tab64_T2;Aprix;N/A
Aprix_Phat6;Phat6;Aprix;N/A
Phat6;Phat6;Aprix;N/A
Aprix Tab64;Tab64;Aprix;N/A
Tab64_T;Tab64_T;Aprix;N/A
Aprix_X4;X4;Aprix;N/A
S1 Jazz;S1 Jazz;Aqua;N/A
arcelik_uhd_powermax_at;B55L 9682 5AS;Arcelik;N/A
ARCHOS 101G9;;Archos;N/A
Archos 101 Internet Tablet;;Archos;N/A
ARCHOS 80G9;;Archos;N/A
Archos 80 Internet Tablet;;Archos;N/A
ARCHOS 101 CHILDPAD;101 Childpad;Archos;N/A
Archos 101 Cobalt;101 Cobalt;Archos;N/A
Archos 101 Copper;101 Copper;Archos;N/A
ARCHOS 101G9;101 G9;Archos;N/A
Archos 101 Helium;101 Helium;Archos;N/A
Archos 101 Helium Lite;101 Helium Lite;Archos;N/A
ARCHOS 101 Magnus;101 Magnus;Archos;N/A
Archos 101 Neon;101 Neon;Archos;N/A
Archos 101 Oxygen;101 Oxygen;Archos;N/A
ARCHOS 101 PLATINUM;101 Platinum;Archos;N/A
ARCHOS 101 Titanium;101 Titanium;Archos;N/A
ARCHOS 101G10;101 XS;Archos;N/A
Archos 101 Xenon;101 Xenon;Archos;N/A
Archos 101c Xenon;101 Xenon;Archos;N/A
Archos 101 Xenon v2;101 Xenon;Archos;N/A
Archos 101 Xenon Lite;101 Xenon Lite;Archos;N/A
Archos 101d Neon;101D Neon;Archos;N/A
ARCHOS 101 XS 2;101XS2;Archos;N/A
Archos 101XS3;101XS3;Archos;N/A
Archos 101b Copper;101b Copper;Archos;N/A
Archos 101b Helium;101b Helium;Archos;N/A
Archos 101b Neon;101b Neon;Archos;N/A
Archos 101b Oxygen;101b Oxygen;Archos;N/A
Archos 101b Platinium;101b Platinum;Archos;N/A
ARCHOS 101b XS2;101b XS2;Archos;N/A
Archos 101b Xenon v2;101b Xenon;Archos;N/A
Archos 101c Copper;101c Copper;Archos;N/A
Archos 101c Neon;101c Neon;Archos;N/A
Archos 101c Platinum;101c Platinum;Archos;N/A
Archos 101d Platinum v2;101d Platinum v2;Archos;N/A
Archos 101d Platinum v3;101d Platinum v3;Archos;N/A
Archos 101e Neon;101e Neon;Archos;N/A
Archos 101e Neon;101e neon;Archos;N/A
Archos 121 Neon;121 Neon;Archos;N/A
Archos 133 Oxygen;133 Oxygen;Archos;N/A
Archos 35b Titanium;35b Titanium;Archos;N/A
Archos 40 Helium;40 Helium;Archos;N/A
Archos 40 Neon;40 Neon;Archos;N/A
Archos 40 Power;40 Power;Archos;N/A
Archos 40 Power;40 Power;Archos;N/A
Archos 40 Titanium;40 Titanium;Archos;N/A
Archos 40b Titanium Surround;40b Titanium;Archos;N/A
Archos 40c Titanium;40c Titanium;Archos;N/A
ARCHOS 40C TIv2;40c Titanium;Archos;N/A
ARCHOS 40d Titanium;40d Titanium;Archos;N/A
Archos 45 Helium 4G;45 Helium 4G;Archos;N/A
Archos 45 Neon;45 Neon;Archos;N/A
Archos 45 Platinum;45 Platinum;Archos;N/A
Archos 45 Titanium;45 Titanium;Archos;N/A
AC45BHE;45b Helium;Archos;N/A
ARCHOS 45b Helium;45b Helium;Archos;N/A
Archos 45b Neon;45b Neon;Archos;N/A
Archos 45b Platinum;45b Platinum;Archos;N/A
Archos 45c Helium;45c Helium;Archos;N/A
Archos 45c Platinum;45c Platinum;Archos;N/A
Archos 45c Titanium;45c Titanium;Archos;N/A
Archos 45d Platinum;45d Platinum;Archos;N/A
Archos 50 Cobalt;50 Cobalt;Archos;N/A
Archos 50 Diamond;50 Diamond;Archos;N/A
Archos 50 Helium 4G;50 Helium 4G;Archos;N/A
Archos 50 Helium Plus;50 Helium Plus;Archos;N/A
Archos 50 Neon;50 Neon;Archos;N/A
Archos 50 Oxygen;50 Oxygen;Archos;N/A
Archos 50 Oxygen Plus;50 Oxygen plus;Archos;N/A
Archos 50 Platinum;50 Platinum;Archos;N/A
Archos 50 Platinum 4G;50 Platinum 4G;Archos;N/A
Archos 50 Power;50 Power;Archos;N/A
Archos 50 Saphir;50 Saphir;Archos;N/A
Archos 50 Titanium;50 Titanium;Archos;N/A
A50TI;50 Titanium 4G;Archos;N/A
AC50DHE;50 d Helium;Archos;N/A
Archos 50B Cobalt;50B Cobalt;Archos;N/A
Archos 50f Neon;50F Neon;Archos;N/A
AC50BHE;50b Helium;Archos;N/A
Archos 50b Helium 4G;50b Helium;Archos;N/A
Archos 50b Neon;50b Neon;Archos;N/A
Archos 50b Oxygen;50b Oxygen;Archos;N/A
Archos 50b Platinum;50b Platinum;Archos;N/A
Archos 50c Helium;50c Helium;Archos;N/A
ARCHOS 50c Neon;50c Neon;Archos;N/A
Archos 50c Neon;50c Neon;Archos;N/A
Archos 50c Oxygen;50c Oxygen;Archos;N/A
Archos 50c Platinum;50c Platinum;Archos;N/A
Archos 50d Neon;50d Neon;Archos;N/A
Archos 50d Oxygen;50d Oxygen;Archos;N/A
Archos 50e Helium;50e Helium;Archos;N/A
Archos 50e Neon;50e Neon;Archos;N/A
Archos 50f Helium;50f Helium;Archos;N/A
Archos 50F Neon;50f Neon;Archos;N/A
Archos 52 Platinum;52 Platinum;Archos;N/A
Archos 53 Platinum;53 Platinum;Archos;N/A
Archos 53 Titanium;53 Titanium;Archos;N/A
Archos 55 Cobalt Plus;55 Cobalt Plus;Archos;N/A
Archos 55 Cobalt plus;55 Cobalt Plus;Archos;N/A
Archos 55 diamond Selfie;55 Diamond Selfie;Archos;N/A
Archos 55 Helium;55 Helium;Archos;N/A
Archos 55 Helium Plus;55 Helium Plus;Archos;N/A
Archos 55 Platinum;55 platinum;Archos;N/A
Archos 55B Cobalt;55B Cobalt;Archos;N/A
Archos 55B Platinum;55b Platinum;Archos;N/A
Archos 59 Titanium;59 Titanium;Archos;N/A
Archos 59 Xenon;59 Xenon;Archos;N/A
Archos 60 Platinum;60 Platinum;Archos;N/A
Archos 62 Xenon;62 Xenon;Archos;N/A
Archos 64 Xenon;64 Xenon;Archos;N/A
ARCHOS 70 Cobalt;70 Cobalt;Archos;N/A
Archos 70 Copper;70 Copper;Archos;N/A
Archos 70 Helium;70 Helium;Archos;N/A
Archos 70 Neon;70 Neon;Archos;N/A
Archos 70 Neon Plus;70 Neon Plus;Archos;N/A
Archos 70 Oxygen;70 Oxygen;Archos;N/A
Archos 70 Platinum;70 Platinum;Archos;N/A
Archos 70 Platinum 3G;70 Platinum 3G;Archos;N/A
Archos 70 Platinum v2;70 Platinum v2;Archos;N/A
ARCHOS 70 Titanium;70 Titanium;Archos;N/A
Archos 70 Xenon;70 Xenon;Archos;N/A
Archos 70 Xenon Color;70 Xenon Color;Archos;N/A
Archos 70 Platinum v3;70 platinum;Archos;N/A
Archos 70b Cobalt;70b Cobalt;Archos;N/A
Archos 70b Copper;70b Copper;Archos;N/A
Archos 70b Helium;70b Helium;Archos;N/A
Archos 70b Neon;70b Neon;Archos;N/A
ARCHOS 70b TITANIUM;70b Titanium;Archos;N/A
Archos 70b Xenon;70b Xenon;Archos;N/A
Archos 70c Cobalt;70c Cobalt;Archos;N/A
Archos 70c Neon;70c Neon;Archos;N/A
Archos 70c Titanium;70c Titanium;Archos;N/A
Archos 70c Xenon;70c Xenon;Archos;N/A
ARCHOS 70it2;70it 2;Archos;N/A
ARCHOS 70it2G8;70it 2;Archos;N/A
Archos 79 Cobalt;79 Cobalt;Archos;N/A
Archos 79 Neon;79 Neon;Archos;N/A
ARCHOS 79 Platinum;79 Platinium;Archos;N/A
Archos 79 Xenon;79 Xenon;Archos;N/A
ARCHOS 80 Carbon;80 Carbon;Archos;N/A
ARCHOS 80 CHILDPAD;80 Childpad;Archos;N/A
ARCHOS 80 COBALT;80 Cobalt;Archos;N/A
ARCHOS 80G9;80 G9;Archos;N/A
Archos 80 Helium 4G;80 Helium;Archos;N/A
Archos 80 Oxygen;80 Oxygen;Archos;N/A
ARCHOS 80 Platinum;80 Platinum;Archos;N/A
Archos 80 Platinum;80 Platinum;Archos;N/A
Archos 80 Platinum v2;80 Platinum v2;Archos;N/A
ARCHOS 80 TITANIUM;80 Titanium;Archos;N/A
ARCHOS 80XSK;80 XS;Archos;N/A
Archos 80 Xenon;80 Xenon;Archos;N/A
Archos 80b Helium;80b Helium;Archos;N/A
Archos 80b Helium v2;80b Helium;Archos;N/A
ARCHOS 80b PLATINUM;80b Platinum;Archos;N/A
Archos 80b Xenon;80b xenon;Archos;N/A
Archos 80c Xenon;80c Xenon;Archos;N/A
Archos 80d Xenon;80d Xenon;Archos;N/A
9.4\'\' FFF;9.4\'\' FFF;Archos;N/A
Archos 90 Copper;90 Copper;Archos;N/A
Archos 90 Neon;90 Neon;Archos;N/A
Archos 90b Copper;90b Copper;Archos;N/A
Archos 90b Neon;90b Neon;Archos;N/A
Archos 96 Xenon;96 Xenon;Archos;N/A
ARCHOS 97 CARBON;97 Carbon;Archos;N/A
Archos 97 Cobalt;97 Cobalt;Archos;N/A
ARCHOS 97 Platinum;97 Platinum;Archos;N/A
ARCHOS 97 TITANIUMHD;97 Titanium HD;Archos;N/A
ARCHOS 97 XENON;97 Xenon;Archos;N/A
ARCHOS 97b PLATINUM;97b Platinum;Archos;N/A
ARCHOS 97B TITANIUM;97b Titanium;Archos;N/A
Archos 97c Platinum;97c Platinum;Archos;N/A
ALBA 5;ALBA 5;Archos;N/A
ALBA 4;ALBA4;Archos;N/A
ALBA 10 TABLET;Alba 10;Archos;N/A
"Alba 10""";"Alba 10""";Archos;N/A
"Alba 4.0"" Smartphone";Alba 4;Archos;N/A
ALBA 4;Alba 4;Archos;N/A
"Alba 4"" Android";"Alba 4"" Android";Archos;N/A
ALBA 5;Alba 5;Archos;N/A
ALBA 5;Alba 5;Archos;N/A
ALBA 7 TABLET;Alba 7;Archos;N/A
Alba 7;Alba 7\'\';Archos;N/A
"Alba 7""";Alba 7\'\';Archos;N/A
"Alba 8""";Alba 8;Archos;N/A
"Alba 8""";Alba 8\'\';Archos;N/A
Archos 101 DB;ArcBook;Archos;N/A
Archos Access 101 Wifi;Archos;Archos;N/A
Archos Hello 10;Archos;Archos;N/A
Archos Access 57 3G;Archos;Archos;N/A
Archos 101 Oxygen 4G;Archos 101 Oxygen 4G;Archos;N/A
Archos 101 Platinium 3G;Archos 101 Platinum 3G;Archos;N/A
Archos 101 Platinum 3G;Archos 101 Platinum 3G;Archos;N/A
Archos 101b Oxygen;Archos 101b Oxygen;Archos;N/A
Archos 101b Oxygen;Archos 101b Oxygen;Archos;N/A
Archos 101b Xenon;Archos 101b Xenon;Archos;N/A
Archos 101b Xenon v3;Archos 101b Xenon;Archos;N/A
Archos 101c Helium;Archos 101c Helium;Archos;N/A
Archos 101c Platinum;Archos 101c Platinum;Archos;N/A
Archos 101c Xenon;Archos 101c Xenon;Archos;N/A
Archos 116 Neon;Archos 116 Neon;Archos;N/A
Archos 156 Oxygen;Archos 156 Oxygen;Archos;N/A
ALBA 8 TABLET;Archos 50c Platinum;Archos;N/A
Archos 70 Oxygen;Archos 70 Oxygen;Archos;N/A
Archos 70 Platinum;Archos 70 platinum;Archos;N/A
Archos 70d Titanium;Archos 70d Titanium;Archos;N/A
Archos 79b Neon;Archos 79b Neon;Archos;N/A
Archos 80 Oxygen;Archos 80 Oxygen;Archos;N/A
Archos 80c Platinum;Archos 80c Platinum;Archos;N/A
Archos 97c Platinum;Archos 97c Platinum;Archos;N/A
Archos Access 101 3G V2;Archos Acces 101 3G;Archos;N/A
Archos Access 101 3G;Archos Access 101 3G;Archos;N/A
Archos Access 40 3G;Archos Access 40 3G;Archos;N/A
Archos Access 40 4G;Archos Access 40 4G;Archos;N/A
Archos Access 45 4G;Archos Access 45 4G;Archos;N/A
Archos Access 50 3G;Archos Access 50 3G;Archos;N/A
Archos Access 50 4G;Archos Access 50 4G;Archos;N/A
Archos Access 50 Color 3G;Archos Access 50 Color 3G;Archos;N/A
Archos Access 50 Color 4G;Archos Access 50 Color 4G;Archos;N/A
Archos Access 50S 4G;Archos Access 50S 4G;Archos;N/A
Archos Access 55 3G;Archos Access 55 3G;Archos;N/A
Archos Access 57 4G;Archos Access 57 4G;Archos;N/A
Archos Access 70 3G;Archos Access 70 3G;Archos;N/A
Archos Core 101 3G;Archos Core 101 3G;Archos;N/A
Archos Core 101 3G;Archos Core 101 3G;Archos;N/A
Archos Core 101 3G;Archos Core 101 3G;Archos;N/A
Archos Core 101 4G;Archos Core 101 4G;Archos;N/A
Archos Core 101 4G;Archos Core 101 4G;Archos;N/A
Archos Core 50 4G;Archos Core 50 4G;Archos;N/A
Archos Phone;Archos Core 50 4G;Archos;N/A
Archos Core 50P;Archos Core 50P;Archos;N/A
Archos Core 55 4G;Archos Core 55 4G;Archos;N/A
Archos Core 55P;Archos Core 55P;Archos;N/A
Archos Core 55S;Archos Core 55S;Archos;N/A
Archos Core 55S Ultra;Archos Core 55S Ultra;Archos;N/A
Archos Core 57S;Archos Core 57S;Archos;N/A
Archos Core 57S Ultra;Archos Core 57S Ultra;Archos;N/A
Archos Core 60S;Archos Core 60S;Archos;N/A
Archos Core 70 3G;Archos Core 70 3G;Archos;N/A
Archos Core 70 3G;Archos Core 70 3G;Archos;N/A
Archos Hello 5;Archos Hello 5;Archos;N/A
Archos Hello 7;Archos Hello 7;Archos;N/A
Archos Saphir 50X;Archos Saphir 50X;Archos;N/A
Archos Sense 101 X;Archos Sense 101X;Archos;N/A
Archos Sense 47 X;Archos Sense 47 X;Archos;N/A
Archos Sense 50 DC;Archos Sense 50 DC;Archos;N/A
Archos Sense 50X;Archos Sense 50X;Archos;N/A
Archos Sense 55 DC;Archos Sense 55 DC;Archos;N/A
Archos Phone;Archos Sense 55 DC;Archos;N/A
Archos Sense 55 S;Archos Sense 55 S;Archos;N/A
Archos 80c Platinum;Archos80cpl_loreal;Archos;N/A
Qilive 45;Auchan QiLive 45;Archos;N/A
Qilive 50;Auchan QiLive 50;Archos;N/A
Qilive 40;Auchan Qilive 40;Archos;N/A
QiLive 8;Auchan Qilive8;Archos;N/A
QiLive 8QC;Auchan Qilive8QC;Archos;N/A
QiLive 97;Auchan Qilive97;Archos;N/A
